comp,job,location,range,req_location,salary
Concordis,Senior E-commerce Research Analyst,"SeaTac, WA",D,WA,
Gilead,"Associate Scientist II, Biomarkers-Seattle","Seattle, WA",D,WA,
Microsoft,Senior Data Scientist - Experimentation Platform,"Bellevue, WA",D,WA,
LeEco,Data Analyst,"Seattle, WA",D,WA,
Microsoft,Software Engineer II- Data Science,"Redmond, WA 98052",D,WA,
Amazon Corporate LLC,Senior Business Intelligence Engineer,"Seattle, WA",D,WA,
Microsoft,Senior Applied Scientist,"Bellevue, WA",D,WA,
Placed,Big Data Engineer,"Seattle, WA",D,WA,
Amazon Corporate LLC,Research/Data Scientist,"Seattle, WA",D,WA,
Concur,Senior Developer / Data Scientist in Machine Learning,"Bellevue, WA",D,WA,
University of Washington Medical Center,"IMPLEMENTATION ANALYST, FACILITIES ITS","Seattle, WA",D,WA,
Amazon Corporate LLC,"Senior Product Manager, Data Science","Seattle, WA",D,WA,
Amazon Corporate LLC,Natural Language Processing Scientist,"Seattle, WA",D,WA,
Amazon Corporate LLC,Business Intelligence Engineer - Intern,"Seattle, WA",D,WA,
Amazon Corporate LLC,Research Scientist Intern,"Seattle, WA",D,WA,
HERO.jobs,Machine Learning Software Engineer - R / Python / Scala / Hadoop / C++,"Seattle, WA",D,WA,
Point Inside,"Software Engineer, Big Data","Bellevue, WA 98004 (Downtown area)",D,WA,
Adaptive Biotechnologies,Statistical Geneticist,"Seattle, WA 98102 (Capitol Hill area)",D,WA,
Amazon Corporate LLC,Economist (Level 4),"Seattle, WA",D,WA,
Amazon Corporate LLC,"Sr Risk Analyst, Dangerous Goods","Seattle, WA",D,WA,
Microsoft,Senior Applied ML Scientist,"Bellevue, WA",D,WA,
Seattle Genetics,"Scientist, Analytical Sciences","Bothell, WA 98021",D,WA,
"Amazon Services, LLC",Research Scientist - Amazon Global Selling,"Seattle, WA",D,WA,
Sinclair Broadcast Group,Principal Software Engineer,"Seattle, WA",D,WA,
"Physio-Control, Inc.",Master Scheduler,"Redmond, WA",D,WA,
Hiya,Data Product Manager,"Seattle, WA",D,WA,
"Woot Services, LLC","Research Scientist II, Deal Quality and Personalized Shopping Experience","Seattle, WA",D,WA,
Amazon Corporate LLC,"Business Intelligence Engineer, Global","Seattle, WA",D,WA,
Pacific Northwest National Laboratory,Senior User Experience Research Scientist,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Sr. Research Scientist, Prime Now","Seattle, WA",D,WA,
Amazon Logistics,"Senior Business Analyst, Logistics","Seattle, WA",D,WA,
Amazon Corporate LLC,"Software Developer, Machine Learning","Seattle, WA",D,WA,
Amazon Corporate LLC,"Principal Engineer, Machine Learning","Seattle, WA",D,WA,
Microsoft,"Senior SDE/Front-end Developer, Customer & Partner Advocacy","Redmond, WA 98052",D,WA,
Amazon Corporate LLC,"Applied Scientist, Advertisting","Seattle, WA",D,WA,
Juno Therapeutics,Director of Research Operations,"Seattle, WA",D,WA,
University of Washington,WMS APPLICATION ANALYST,"Seattle, WA",D,WA,
CMC Biologics,QC Scientist,"Bothell, WA",D,WA,
110 Consulting,Senior E-commerce Research Analyst - 1224,"Seattle, WA 98198",D,WA,100545.2
University of Washington,SR. IDENTITY AND ACCESS ANALYST,"Seattle, WA",D,WA,
Amazon Corporate LLC,Applied Scientist - Alexa Engine,"Seattle, WA",D,WA,
Juno Therapeutics,"Contractor, Associate Scientist/Process Engineer II, Cell Culture","Seattle, WA",D,WA,
Microsoft,Sr Software Engineer,"Bellevue, WA",D,WA,
Google,"Engineering Resident, University Graduate (Fixed Term Employee)","Kirkland, WA",D,WA,
Amazon Corporate LLC,Sr. Ops Research Scientist,"Seattle, WA",D,WA,
Amazon Corporate LLC,Senior Economist,"Seattle, WA",D,WA,
HTA,Research Scientist - Infectious Disease Modeling,"Bellevue, WA",D,WA,
University of Washington,CLINICAL INFORMATICS ANALYST (CERNER; NIGHT SHIFT),"Seattle, WA",D,WA,
Groupon,"Director, Display Marketing","Seattle, WA 98101 (Downtown area)",D,WA,
University of Washington Medical Center,VALUE ANALYSIS PROJECTS MANAGER,"Seattle, WA",D,WA,
Pacific Northwest National Laboratory,Masters Intern - Computer Science,"Richland, WA",D,WA,
AMZN wacs LLC,"Economist, WWCS Retail Contact Forecasting","Seattle, WA",D,WA,
Amazon Corporate LLC,Software Development Engineer,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Software Development Engineer II, AWS Machine Learning Service","Seattle, WA",D,WA,
Blueocean Market Intelligence,Market Research Analyst,"Redmond, WA 98052",D,WA,
Fred Hutchinson Cancer Research Center,Systems Analyst/Prog IV,"Seattle, WA 98109 (Westlake area)",D,WA,
Amazon Corporate LLC,"Software Development Engineer, Special Projects","Seattle, WA",D,WA,
Infectious Disease Research Institute,Postdoctoral Scientist,"Seattle, WA 98102 (Capitol Hill area)",D,WA,
Amazon Digital Services LLC,Sr. Applied Scientist,"Seattle, WA",D,WA,
Tescra Inc,Senior E-commerce Research Analyst,"Seattle, WA",D,WA,
Fred Hutchinson Cancer Research Center,EDC Programmer,"Seattle, WA 98109 (Westlake area)",D,WA,
"SNBL USA, Ltd.",Scientist,"Everett, WA 98203 (View Ridge-Madison area)",D,WA,
Microsoft,Senior Applied Scientist-Bing Image Understanding,"Bellevue, WA",D,WA,
DNV GL,Wind Turbine Performance Engineer-USA,"Seattle, WA",D,WA,
Seattle Genetics,Statistical Programmer II,"Bothell, WA 98021",D,WA,
"Physio-Control, Inc.",Sourcing Engineer,"Redmond, WA",D,WA,
Fred Hutchinson Cancer Research Center,Research Bioinformatician - Patient Genomics Data Analyst,"Seattle, WA 98109 (Westlake area)",D,WA,
University of Washington Medical Center,"FINANCIAL REPORTING ANALYST, UW MEDICINE","Seattle, WA",D,WA,
T-Mobile,"Principal Developer, Software Developer in Test (SDET)","Bothell, WA",D,WA,
VTR,Methods Process Analyst,"Bellevue, WA",D,WA,
BOEING,"Aviation Business Consulting MBA Intern (Paid) - Renton, WA","Renton, WA",D,WA,
Terracon,Senior Industrial Hygienist,"Mountlake Terrace, WA",D,WA,
Seattle Genetics,"Scientist, Pre","Bothell, WA 98021",D,WA,
University of Washington,CLINICAL INFORMATICS ANALYST (CERNER),"Seattle, WA",D,WA,
"HackerAgency, Inc.",Creative Director-Serum,"Seattle, WA",D,WA,
Analytic Recruiting,"Lead, Advanced Analytics, Data Science and Predictive Modeling","Seattle, WA",D,WA,
Facebook,"Computer Vision Research Scientist, PhD University Grad (Oculus)","Redmond, WA",D,WA,
Amazon Corporate LLC,"Software Development Engineer, Behavioral Similarities","Seattle, WA",D,WA,
Microsoft,Senior Program Manager,"Bellevue, WA",D,WA,
University of Washington Medical Center,END POINT SYSTEMS ADMINISTRATOR,"Seattle, WA",D,WA,
BMS,Senior Scientist - Analytical Development,"Seattle, WA",D,WA,
University of Washington Medical Center,WMS APPLICATION DEVELOPER/ANALYST,"Seattle, WA",D,WA,
Amazon Corporate LLC,Data Engineering Manager,"Seattle, WA",D,WA,
Amazon Corporate LLC,Senior Product manager - Forecasting,"Seattle, WA",D,WA,
University of Washington Medical Center,PHARMACY DATABASE SUPPORT & REPORT WRITER - PIMS,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Applied Science Lead, Softlines Personalized Shopping Technology","Seattle, WA",D,WA,
Socrata,Product Manager,"Seattle, WA",D,WA,
University of Washington Medical Center,CLINICAL INFORMATICS ANALYST (CERNER; NIGHT SHIFT),"Seattle, WA",D,WA,
Amazon Corporate LLC,Sr. Data Engineer,"Seattle, WA",D,WA,
University of Washington,ENTERPRISE INTEGRATION ARCHITECT,"Seattle, WA",D,WA,
Fred Hutchinson Cancer Research Center,Clinical Safety Specialist,"Seattle, WA 98109 (Westlake area)",D,WA,
Amazon Corporate LLC,"SDE, Social Advertising","Seattle, WA",D,WA,
University of Washington,SOFTWARE ENGINEER,"Seattle, WA",D,WA,
rgen,Software Design Engineer - Front End,"Redmond, WA",D,WA,
CDK Global,Lead Architect,"Seattle, WA",D,WA,
"Physio-Control, Inc.",Environmental Health and Safety Engineer,"Redmond, WA",D,WA,
HDR,Senior Document Controls Specialist,"Bellevue, WA 98004 (Downtown area)",D,WA,
Placed,Ads Platform Software Engineer,"Seattle, WA",D,WA,
Placed,Core Platform Software Engineer,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Software Development Engineer, Customer Interests","Seattle, WA",D,WA,
Celgene Corporation,"Senior Scientist, Genomic Stratification","Seattle, WA 98101 (Downtown area)",D,WA,
Superior Group,Chemical Engineer (Contract),"Bellevue, WA",D,WA,
Celgene Corporation,"Senior Principal Scientist, Molecular Medicine Informatics","Seattle, WA 98101 (Downtown area)",D,WA,
Socrata,DevOps/Site Reliability Engineer,"Seattle, WA",D,WA,
Amazon Corporate LLC,Web Developer,"Seattle, WA",D,WA,
University of Washington Medical Center,PROJECT MANAGER,"Seattle, WA",D,WA,
Amazon.com,Software Development Engineer,"Seattle, WA",D,WA,
HERE,Lead Analytics Engineer - Predictive Analytics,"Seattle, WA",D,WA,
University of Washington Medical Center,LMS APPLICATION SUPPORT ADMINISTRATOR,"Seattle, WA",D,WA,
Intellectual Ventures Management,Application and Operational Support Manager,"Bellevue, WA",D,WA,
University of Washington,TEST LEAD,"Seattle, WA",D,WA,
"Physio-Control, Inc.",Product Manager,"Redmond, WA",D,WA,
Amazon Corporate LLC,Software Engineer - big data & machine learning,"Seattle, WA",D,WA,
University of Washington Medical Center,MEDICAL LABORATORY SCIENTIST LEAD,"Seattle, WA",D,WA,69085.5
AMZN wacs LLC,"Sr. Research Scientist, WWCS Retail Contact Forecasting","Seattle, WA",D,WA,
"Physio-Control, Inc.",Senior Manufacturing Quality Assurance Engineer,"Redmond, WA",D,WA,
NWRPros,"Scientist, Bioanalytical","Bothell, WA",D,WA,
University of Washington,MEDICAL LABORATORY SCIENTIST LEAD,"Seattle, WA",D,WA,69085.5
University of Washington,"FINANCIAL REPORTING ANALYST, UW MEDICINE","Seattle, WA",D,WA,
"Physio-Control, Inc.","Manager, Embedded Software Engineering","Redmond, WA",D,WA,
University of Washington,WMS APPLICATION DEVELOPER/ANALYST,"Seattle, WA",D,WA,
Twitch,Senior Software Engineer - Commerce,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Sr Manager, Research Scientist","Seattle, WA",D,WA,
Amazon Corporate LLC,"Sr Mgr, Applied Research Voice Shopping","Seattle, WA",D,WA,
Amazon Corporate LLC,"Software Development Manager, Personalization","Seattle, WA",D,WA,
Amazon Corporate LLC,Seattle - Data Engineer Event October,"Seattle, WA",D,WA,
Hart Crowser Inc,Natural Resources Business Sector Lead,"Seattle, WA 98109 (Westlake area)",D,WA,
University of Washington Medical Center,CLINICAL TECHNOLOGIST LEAD - COAGULATION,"Seattle, WA",D,WA,69085.5
University of Washington,WINDOWS SYSTEMS ADMINISTRATOR,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Sr. Software Development Engineer, Outage Monitoring","Seattle, WA",D,WA,
MWH,Senior Industrial Wastewater Engineer,"Bellevue, WA",D,WA,
Amazon Corporate LLC,"Senior Manager, Technical Program Management - Amazon Alexa","Seattle, WA",D,WA,
Lighthouse Recruiting,Molecular Laboratory Supervisor,"Seattle, WA",D,WA,77500.0
PATH,"Biostatistician, Center for Vaccine Innovation and Access","Seattle, WA 98121 (Belltown area)",D,WA,
Amazon Corporate LLC,"Sr. Software Development Engineer, Special Projects","Seattle, WA",D,WA,
Amazon Corporate LLC,"Software Development Engineer, Automated Search Ranking Optimization","Seattle, WA",D,WA,
BMS,Upstream process development scientist,"Seattle, WA",D,WA,
Amazon Corporate LLC,Senior UX Designer for Machine Learning,"Seattle, WA",D,WA,
University of Washington,"ACCOUNTING ANALYST, REVENUE & AR","Seattle, WA",D,WA,
Prime 8 Consulting,"Software Development Engineer, Machine Learning","Bellevue, WA 98004 (Downtown area)",D,WA,160000.0
"Twitch Interactive, Inc.",Software Engineer - Commerce,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Senior Web Developer, Special Projects","Seattle, WA",D,WA,
Amazon Corporate LLC,"Technical Program Manager, Website Availability","Seattle, WA",D,WA,
"Amazon Web Services, Inc.","Director of Software Engineering, Machine Learning","Seattle, WA",D,WA,
University of Washington Medical Center,"REVENUE & A/R ACCOUNTING ANALYST, UW MEDICINE","Seattle, WA",D,WA,
Amazon Corporate LLC,Sr Business and Data Analyst - Enterprise Risk Management and Compliance,"Seattle, WA",D,WA,
Amazon Corporate LLC,"Web Development Engineer, Machine Learning UX/UI Tools Designer/Builder","Seattle, WA",D,WA,
HDR,Project Controls Manager,"Bellevue, WA 98004 (Downtown area)",D,WA,
"Physio-Control, Inc.",Software Validation Specialist - Enterprise Systems,"Redmond, WA",D,WA,
Amazon Corporate LLC,"Software Development Manager, Machine Learning Platform","Seattle, WA",D,WA,
"Amazon Fulfillment Services, Inc.",Economist - Fast Track,"Seattle, WA",D,WA,
WSP | Parsons Brinckerhoff,Lead Traffic Engineer,"Seattle, WA",D,WA,
Amazon Corporate LLC,"AIV - Software Development Engineer, Amazon Instant Video","Seattle, WA",D,WA,
The Climate Corporation,Software Engineering Manager (Platform),"Seattle, WA",D,WA,
Fred Hutchinson Cancer Research Center,HVTN Clinical Trials Manager,"Seattle, WA 98109 (Westlake area)",D,WA,
DNV GL,Wind Turbine Mechanical Loads Engineer - USA,"Seattle, WA",D,WA,
Wunderman,Global Client Lead; Marketing Automation & Activation,"Seattle, WA",D,WA,
University of Washington Medical Center,DIRECTOR OF FINANCE & ADMINISTRATION,"Seattle, WA",D,WA,
Microsoft,Senior Antenna Engineer with Surface,"Redmond, WA 98052",D,WA,
Amazon Corporate LLC,"Sr. Software Development Engineer, Recommendations","Seattle, WA",D,WA,
UW Medicine IT Services,Sr. Network Engineer,"Seattle, WA",D,WA,
"Woot, Inc.","Research Scientist II, Deal Quality and Personalized Shopping Experience (Woot Services, LLC, Seattle, WA)","Seattle, WA",D,WA,
CDK Global,Sr. Market Research Analyst,"Seattle, WA",D,WA,
State of Washington,IT Supervisor - WAJIS Team - ITS/AS 6 #1875,"Tumwater, WA",D,WA,73782.5
Amazon Corporate LLC,"Sr. Manager, Product Management","Seattle, WA",D,WA,
Alder Biopharmaceuticals,"Scientist, Bioanalytical","Bothell, WA 98011",D,WA,
"Swedish Medical Center - Seattle, WA","Manager Cancer Informatics, Quality and Registry - Swedish Cancer Institute Health Info Services","Seattle, WA 98194 (Downtown area)",D,WA,
VitalSource Staffing,Senior Product Manager - Bellevue - Software - V1/Stealth - Big Data - Machine Learning,"Seattle, WA 98101 (Downtown area)",D,WA,
Microsoft,Data Scientist II,"Bellevue, WA",E,WA,
LeEco,NLP Data Scientist/Engineer,"Seattle, WA",E,WA,
eBay,Applied Data Scientist,"Bellevue, WA",E,WA,
Edifecs,Market Research Analyst,"Bellevue, WA 98004 (Downtown area)",E,WA,
Amazon Corporate LLC,Research Scientist,"Seattle, WA",E,WA,
Lyft Corporate,Data Scientist (All Levels) (Seattle),"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,Post Doc Research Associate - Fungal Biotechnology,"Richland, WA",E,WA,
Utrip Inc.,Senior Data Scientist,"Seattle, WA",E,WA,
AudienceScience,Technical Analyst,"Bellevue, WA",E,WA,
Altius Institute for Biomedical Sciences,Computational Scientist / Engineer,"Seattle, WA 98121 (Belltown area)",E,WA,
University of Washington Medical Center,ANALYTICS MANAGEMENT ANALYST,"Seattle, WA",E,WA,
University of Washington,ANALYTICS MANAGEMENT ANALYST,"Seattle, WA",E,WA,
Placed,Data Scientist (Natural Language Processing),"Seattle, WA",E,WA,
DiscoverOrg,Junior Compliance Analyst,"Vancouver, WA",E,WA,
Starbucks,"senior decision scientist, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",E,WA,
University of Washington,RESEARCH SCIENTIST,"Seattle, WA",E,WA,
Cray,Financial Analyst,"Seattle, WA 98164 (Downtown area)",E,WA,
Starbucks,"decision scientist sr, eComm, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",E,WA,
Amazon Corporate LLC,"Applied Scientist, Information Retrieval - AWS","Seattle, WA",E,WA,
CDK Global,Digital Analytics Engineer,"Seattle, WA",E,WA,
Google,Developer Programs Engineer (Machine Learning),"Seattle, WA",E,WA,
VitalSource Staffing,Data Science | Machine Learning Engineer,"Seattle, WA 98101 (Downtown area)",E,WA,
CMC Biologics,Associate Development Scientist,"Bothell, WA",E,WA,
Tescra Inc,Senior E-commerce Research Analyst,"Seattle, WA",E,WA,
Aptevo,Associate Scientist II,"Seattle, WA",E,WA,
Smith Arnold Partners,Research Analyst,"Seattle, WA",E,WA,57500.0
University Of Washington,Postdoctoral Research Associate,"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,Post Doctorate RA - Biological Mass Spectrometry Imaging,"Richland, WA",E,WA,
World Vision Inc.,Program Research Analyst,"Federal Way, WA",E,WA,
State of Washington,NATURAL RESOURCE SCIENTIST 4 *11199W,"Olympia, WA",E,WA,63591.0
Penn Schoen Berland,Market Research Analyst,"Seattle, WA",E,WA,
Fred Hutchinson Cancer Research Center,Market Analyst (Industry Relations & Business Development),"Seattle, WA 98109 (Westlake area)",E,WA,
Amazon Corporate LLC,Sr. Assessment Scientist,"Seattle, WA",E,WA,
Amazon Corporate LLC,Sr. Applied Scientist,"Seattle, WA",E,WA,
GNS Healthcare,Data Scientist,"Seattle, WA",E,WA,
"RJ Lee Group, Inc.",Scientist II,"Pasco, WA 99301",E,WA,
Starbucks,"decision scientist lead, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",E,WA,
Pacific Northwest National Laboratory,"PhD Intern - Computing, Math and Data Sciences Intern (NSIP)","Richland, WA",E,WA,
Aptevo Therapeutics,Research Associate II /Scientist in Immunology,"Seattle, WA",E,WA,
Amazon Corporate LLC,Applied Data Scientist,"Seattle, WA",E,WA,
Amazon Corporate LLC,Applied Scientist Intern,"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,Post Bachelors RA - Computer Science,"Richland, WA",E,WA,
Fred Hutchinson Cancer Research Center,Research Technician III-IV,"Seattle, WA 98109 (Westlake area)",E,WA,
DocuSign,Senior Business Analyst - Data Science,"Seattle, WA 98101 (Downtown area)",E,WA,
Bill & Melinda Gates Foundation,"SPO, Discovery and Translational Science, MNCH","Seattle, WA 98109 (Westlake area)",E,WA,
HTA,Financial Data And Modeling Analyst - Disease Eradication,"Bellevue, WA",E,WA,
Zillow,Data Analyst Intern,"Seattle, WA 98101 (Downtown area)",E,WA,
"DatamanUSA, LLC",GIS Developer,"Olympia, WA",E,WA,
INTERA,Environmental Scientist,"Richland, WA",E,WA,
Pacific Crest Environmental,Sr. Geologist -Hydrogeologist -Environmental Engineer -Enviro Scientist,"North Bend, WA 98045",E,WA,
Resource Informatics Group,Data Scientist,Washington State,E,WA,
CellNetix,Bioinformatics Specialist,"Seattle, WA",E,WA,
Adaptive Biotechnologies,Translational Medicine Scientist,"Seattle, WA 98102 (Capitol Hill area)",E,WA,
Seattle Children's Hospital,Research Scientist I or II (GMP),"Seattle, WA 98101 (Downtown area)",E,WA,
Microsoft,Sr. Data & Applied Scientist,"Redmond, WA 98052",E,WA,
Businessolver,Machine Learning Engineer,"Seattle, WA",E,WA,
Transcend Solutions LLC,Sr. Speech Scientist,"Bellevue, WA 98004 (Downtown area)",E,WA,
GE Digital,Staff Software Engineer - Predix,"Redmond, WA",E,WA,
CDK Global,Business Intelligence Analyst III,"Seattle, WA",E,WA,
Amazon Corporate LLC,Data Engineer,"Seattle, WA",E,WA,
Amazon Corporate LLC,Computer Vision Scientist,"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,Post Doctorate RA - Atmospheric Data Assimilation,"Richland, WA",E,WA,
Fred Hutchinson Cancer Research Center,Staff Scientist,"Seattle, WA 98109 (Westlake area)",E,WA,
Celgene,Postdoc Fellowship,"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,"Tech Student (Junior) - Computing, Math and Data Sciences Intern (NSIP)","Richland, WA",E,WA,
Amazon Corporate LLC,Applied Scientist- NLP,"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,Tech Student - Computer Science,"Richland, WA",E,WA,
Adaptive Biotechnologies,Biostatistician,"Seattle, WA 98102 (Capitol Hill area)",E,WA,
"Renaissance Learning, Inc.","Research Scientist, Learning Science","Vancouver, WA 98662",E,WA,
Moses Lake Industries,"R&D Scientist, Synthetic Chemistry","Moses Lake, WA 98837",E,WA,
Fred Hutchinson Cancer Research Center,Post-Doctoral Research Fellow,"Seattle, WA 98109 (Westlake area)",E,WA,
Amazon Media Group LLC,"Manager, Data Engineering","Seattle, WA",E,WA,
State of Washington,Anadromous Resources Co-management Analyst *10273-16,"Olympia, WA",E,WA,69856.0
Amazon Corporate LLC,"Manager, Research Science","Seattle, WA",E,WA,
Amazon Logistics,"Data Engineer, Logistics","Seattle, WA",E,WA,
BMS,ASSOCIATE SCIENTIST II,"Seattle, WA",E,WA,
Allen Institute,Scientist II - Translational Neuroscience,"Seattle, WA 98103 (Green Lake - Wallingford area)",E,WA,
"Amazon Services, LLC",Product Owner for Customer acquisition & management expereince,"Seattle, WA",E,WA,
AMZN wacs LLC,Research Scientist II,"Seattle, WA",E,WA,
"Physio-Control, Inc.",Senior Finance Analyst,"Redmond, WA",E,WA,
CDK Global,Digital Advertising Analyst III / Paid Search,"Seattle, WA",E,WA,
Juno Therapeutics,"Associate Scientist, Assay Support Flow Cytometry","Seattle, WA",E,WA,
Amazon Corporate LLC,Business Intelligence Engineer - Risk Mining,"Seattle, WA",E,WA,
Apple,"Advanced App Developer, Platform Architecture - ML Applications","Seattle, WA",E,WA,
Vulcan Inc.,Sr. Software Engineer - Machine Learning,"Seattle, WA",E,WA,
Third Eye,Sr. Big Data Developer,"Seattle, WA 98104 (First Hill area)",E,WA,
University of Washington,REGULATORY REPORTING ANALYST,"Seattle, WA",E,WA,
TellApart,"Software Engineer (Machine Learning) - TellApart, Seattle","Seattle, WA 98104 (First Hill area)",E,WA,
Seattle Genetics,"Scientist, Antibody Discovery","Bothell, WA 98021",E,WA,
"Amazon Services, LLC",Applied Scientist - Amazon Global Selling,"Seattle, WA",E,WA,
Washington State University,IT Consultant/Computational Scientist,"Pullman, WA 99163",E,WA,
Calsoft Labs,Audio DSP Engineer,"Redmond, WA",E,WA,
Fred Hutchinson Cancer Research Center,SharePoint Developer,"Seattle, WA 98109 (Westlake area)",E,WA,
University of Washington,CLINICAL APPLICATIONS ANALYST,"Seattle, WA",E,WA,
Klein Hersh International,Data Scientist,"Seattle, WA",E,WA,
GE Digital,Sr Software Engineer - Predix,"Redmond, WA",E,WA,
Microsoft,Designer 2,"Bellevue, WA",E,WA,
Amazon Corporate LLC,Machine Learning Scientist - Selection Economic,"Seattle, WA",E,WA,
Adaptive Biotechnologies,Computational Biologist - ImmunoSEQ,"Seattle, WA 98102 (Capitol Hill area)",E,WA,
University of Washington Medical Center,MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE,"Seattle, WA",E,WA,57761.0
Amazon Corporate LLC,Operations Research Scientist Intern,"Seattle, WA",E,WA,
Novella Clinical,Sr. Statistical Programmer,"Seattle, WA",E,WA,
Fred Hutchinson Cancer Research Center,System Analyst / Programmer V,"Seattle, WA 98109 (Westlake area)",E,WA,
CDK Global,Senior UI Developer,"Seattle, WA",E,WA,
Springer Nature,"Features Editor, Physical Sciences","York, WA",E,WA,
Fred Hutchinson Cancer Research Center,Senior Staff Scientist,"Seattle, WA 98109 (Westlake area)",E,WA,
BMS,"Associate Scientist, Raw Materials, Quality Control","Bothell, WA",E,WA,
Fred Hutchinson Cancer Research Center,Corporate Partners Manager,"Seattle, WA 98109 (Westlake area)",E,WA,
CDK Global,Software Development Internship - Seattle,"Seattle, WA",E,WA,
Career Tech Consulting,Applications Developer 3,"Redmond, WA",E,WA,
Microsoft,WpA Consulting Lead,"Bellevue, WA",E,WA,
Stockholm Environment Institute - U.S.,Research Associate / Staff Scientist: Climate Change Mitigation Policy,"Seattle, WA",E,WA,
Seattle Children's Hospital,Research Scientist I - EX,"Seattle, WA 98101 (Downtown area)",E,WA,
University of Washington,"IMPLEMENTATION ANALYST, FACILITIES ITS","Seattle, WA",E,WA,
HDR,Quality Service Specialist,"Bellevue, WA 98004 (Downtown area)",E,WA,
Pacific Crest Environmental,Geologist -Hydrogeologist -Environmental Engineer -Environmental Scientist,"North Bend, WA 98045",E,WA,
Microsoft,Business Analytics Specialist,"Redmond, WA 98052",E,WA,
Microsoft,Senior Applied Scientist- Speech,"Bellevue, WA",E,WA,
Fred Hutchinson Cancer Research Center,CDISC Data Standards Coordinator,"Seattle, WA 98109 (Westlake area)",E,WA,
Fred Hutchinson Cancer Research Center,Project Manager I,"Seattle, WA 98109 (Westlake area)",E,WA,
University of Washington,"HEALTHCARE & FINANCE ANALYST, PERF MEASUREMENT","Seattle, WA",E,WA,
Microsoft,Senior SDE,"Bellevue, WA",E,WA,
Northwest Contract Services - Engineering Alliance...,Audio DSP Engineer ( Software / Drivers - Wearable Technology ),"Redmond, WA",E,WA,
Huawei,"Chief Scientist, Cognitive computing","Bellevue, WA",E,WA,
University of Washington Medical Center,MEDICAL LABORATORY SCIENTIST-TRAINEE OR 1,"Seattle, WA",E,WA,57761.0
Washington State University - College of Veterinar...,Clinical/Medical Technologist 1,"Pullman, WA",E,WA,
Otak,Project Engineer,"Vancouver, WA 98660 (Carter Park area)",E,WA,
CDK Global,Project Manager I,"Seattle, WA",E,WA,
Amazon Corporate LLC,Human Behavior Researcher,"Seattle, WA",E,WA,
Amazon Corporate LLC,Senior Data Scientist – Visual Shopping,"Seattle, WA",E,WA,
Amazon Corporate LLC,"Senior Applied Scientist, Softlines Personalized Shopping Technology","Seattle, WA",E,WA,
The Climate Corporation,"Staff Software Engineer, Backend","Seattle, WA",E,WA,
HDR,Senior Scheduler,"Bellevue, WA 98004 (Downtown area)",E,WA,
nLIGHT,Principal Investigator Advanced Technology Semiconductor Lasers,"Vancouver, WA",E,WA,
Amazon Corporate LLC,SDE II,"Seattle, WA",E,WA,
Amazon Corporate LLC,Principal Machine Learning Scientist,"Seattle, WA",E,WA,
Pacific Northwest National Laboratory,Nuclear Materials Process & Testing Engineer,"Richland, WA",E,WA,
BOEING,System Support Technologist - Global Services and Support,"Tukwila, WA",E,WA,
Seattle Genetics,Manager/Sr. Manager Diagnostics & Biomarkers,"Bothell, WA 98021",E,WA,
University of Washington,LMS APPLICATION SUPPORT ADMINISTRATOR,"Seattle, WA",E,WA,
Amazon Corporate LLC,SDE - Machine Learning,"Seattle, WA",E,WA,
University of Washington,HEALTHCARE RECRUITER,"Seattle, WA",E,WA,
Tetra Tech,GIS Analyst – Bothell WA,"Bothell, WA 98012",E,WA,
University of Washington Medical Center,IDENTITY AND ACCESS ANALYST,"Seattle, WA",E,WA,45958.0
"Physio-Control, Inc.",Principal Electrical Engineer,"Redmond, WA",E,WA,
HDR,Construction Manager-Data Center/Mission Critical Facilities,"Pasco, WA",E,WA,
University of Washington Medical Center,SERVICE DESK ANALYST,"Seattle, WA",E,WA,46876.5
Pacific Northwest National Laboratory,Post Doc Research Associate - Mechanical Behavior & Nuclear Materials,"Richland, WA",E,WA,
University of Washington,END POINT SYSTEMS ADMINISTRATOR,"Seattle, WA",E,WA,
"Brillio, LLC",Data Engineer/Data Analyst/Technical Analyst,"Redmond, WA 98052",E,WA,
Seattle Cancer Care Alliance,Clinical Pathways Program Coordinator,"Seattle, WA",E,WA,
University of Washington Medical Center,WINDOWS SYSTEMS ADMINISTRATOR,"Seattle, WA",E,WA,
Amazon Corporate LLC,Head of Anti-Abuse Engineering and Analytics,"Seattle, WA",E,WA,
