,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
844,7.4,tt0078966,The China Syndrome,1979,Jane Fonda,Jack Lemmon,Michael Douglas,Scott Brady,James Bridges,Drama,Thriller,A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.,1979-03-16,122,"Today, only a handful of people know what it means... Soon you will know.",Mike Gray
845,7.8,tt0048545,Rebel Without a Cause,1955,James Dean,Natalie Wood,Sal Mineo,Jim Backus,Nicholas Ray,Drama,nan,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",1955-10-29,111,James Dean in his sensational role. (Australian daybill),Stewart Stern
846,7.3,tt1313092,Animal Kingdom,2010,James Frecheville,Guy Pearce,Joel Edgerton,Bryce Lindemann,David Michôd,Crime,Drama,A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,2010-06-03,113,A crime story.,David Michôd
847,7.7,tt2802144,Kingsman: The Secret Service,2014,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine,Matthew Vaughn,Action,Adventure,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",2015-02-13,129,Manners maketh man.,Jane Goldman
848,8.0,tt0078841,Being There,1979,Peter Sellers,Shirley MacLaine,Melvyn Douglas,Jack Warden,Hal Ashby,Comedy,Drama,"A simple, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",1980-05-26,130,Getting there is half the fun; being there is all of it!,Jerzy Kosinski
849,7.3,tt0092563,Angel Heart,1987,Mickey Rourke,Robert De Niro,Lisa Bonet,Charlotte Rampling,Alan Parker,Horror,Mystery,Harry Angel is a private investigator. He is hired by a man who calls himself Louis Cyphre to track down a singer called Johnny Favorite. But the investigation takes an unexpected and somber turn.,1987-03-06,113,It will scare you to your very soul.,Alan Parker
850,7.2,tt0368909,Ong-Bak: The Thai Warrior,2003,Tony Jaa,Petchtai Wongkamlao,Pumwaree Yodkamol,Suchao Pongwilai,Prachya Pinkaew,Action,Crime,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",2005-02-11,105,"To fight for the honor of his village, he must unleash the ancient art of Muay Thai: 9 Body Weapons",Panna Rittikrai
851,7.5,tt0165798,Ghost Dog: The Way of the Samurai,1999,Forest Whitaker,Henry Silva,John Tormey,Cliff Gorman,Jim Jarmusch,Action,Crime,An African American mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,2000-03-24,116,All assassins live beyond the law... only one follows the code,Jim Jarmusch
852,7.2,tt2080374,Steve Jobs,2015,Michael Fassbender,Kate Winslet,Seth Rogen,Jeff Daniels,Danny Boyle,Biography,Drama,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",2015-10-23,122,Can a great man be a good man?,Aaron Sorkin
853,7.8,tt0092991,Evil Dead II,1987,Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley DePaiva,Sam Raimi,Comedy,Fantasy,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,1987-03-13,84,Kiss Your Nerves Good-Bye!,Sam Raimi
854,7.2,tt0080437,The Big Red One,1980,Lee Marvin,Mark Hamill,Robert Carradine,Bobby Di Cicco,Samuel Fuller,Drama,War,The story of a sergeant and the inner core members of his unit as they try to serve in and survive World War II.,1980-07-18,113,The real glory of war is surviving.,Samuel Fuller
855,7.8,tt0087332,Ghostbusters,1984,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,Ivan Reitman,Action,Adventure,Three former parapsychology professors set up shop as a unique ghost removal service.,1984-06-08,105,Here To Save The World Again [re-release],Dan Aykroyd
856,7.8,tt0093773,Predator,1987,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo,John McTiernan,Action,Horror,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1987-06-12,107,"If it bleeds, we can kill it...",Jim Thomas
857,7.9,tt0065780,Gimme Shelter,1970,Mick Jagger,Keith Richards,Mick Taylor,Charlie Watts,Albert Maysles,Documentary,Music,"A harrowing documentary of the Stones' 1969 tour, with much of the focus on the tragic concert at Altamont.",1970-12-06,91,"The Rolling Stones gave a concert in Altamont, Calif. The Hell's Angels policed it. Four people died. This is the Actual Film Story.",nan
858,7.8,tt0432283,Fantastic Mr. Fox,2009,George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman,Wes Anderson,Animation,Adventure,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,2009-11-25,87,Based on the beloved book by Roald Dahl.,Roald Dahl
859,7.0,tt0116483,Happy Gilmore,1996,Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Dennis Dugan,Comedy,Sport,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,1996-02-16,92,He doesn't play golf... he destroys it.,Tim Herlihy
860,7.4,tt3799694,The Nice Guys,2016,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,Shane Black,Action,Comedy,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",2016-05-20,116,Nice pair,Shane Black
861,7.8,tt0147612,Happiness,1998,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,Todd Solondz,Comedy,Drama,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",1998-10-16,134,,Todd Solondz
862,7.2,tt0082340,Escape from New York,1981,Kurt Russell,Lee Van Cleef,Ernest Borgnine,Donald Pleasence,John Carpenter,Action,Sci-Fi,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",1981-07-10,99,The world's greatest leader is a hostage in the most dangerous place on Earth. Now only the deadliest man alive can save him.,John Carpenter
863,8.0,tt0175880,Magnolia,1999,Tom Cruise,Jason Robards,Julianne Moore,Philip Seymour Hoffman,Paul Thomas Anderson,Drama,nan,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",2000-01-07,188,"Things fall down. People look up. And when it rains, it pours.",Paul Thomas Anderson
864,8.5,tt0050825,Paths of Glory,1957,Kirk Douglas,Ralph Meeker,Adolphe Menjou,George Macready,Stanley Kubrick,Drama,War,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",1957-10-25,88,Never has the screen thrust so deeply into the guts of war!,Stanley Kubrick
865,7.6,tt0082694,Mad Max 2: The Road Warrior,1981,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,George Miller,Action,Adventure,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline rich, community escape a band of bandits.",1982-05-21,94,Ruthless... Savage... Spectacular,Terry Hayes
866,8.2,tt0047296,On the Waterfront,1954,Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,Elia Kazan,Crime,Drama,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,1954-06-22,108,The Man Lived by the Jungle Law of the Docks!,Budd Schulberg
867,7.3,tt1322269,August: Osage County,2013,Meryl Streep,Dermot Mulroney,Julia Roberts,Juliette Lewis,John Wells,Drama,nan,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",2014-01-10,121,Misery loves family.,Tracy Letts
868,8.4,tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Richard Marquand,Action,Adventure,"After rescuing Han Solo from the palace of Jabba the Hutt, the rebels attempt to destroy the second Death Star, while Luke struggles to make Vader return from the dark side of the Force.",1983-05-25,131,"Coming May 25, 1983 to your galaxy. [Second Advance poster]",Lawrence Kasdan
869,7.8,tt1074638,Skyfall,2012,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench,Sam Mendes,Action,Adventure,"Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",2012-11-09,143,,Neal Purvis
870,7.1,tt2053463,Side Effects,2013,Rooney Mara,Channing Tatum,Jude Law,Catherine Zeta-Jones,Steven Soderbergh,Crime,Drama,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,2013-02-08,106,One pill can change your life.,Scott Z. Burns
871,6.9,tt0092099,Top Gun,1986,Tom Cruise,Tim Robbins,Kelly McGillis,Val Kilmer,Tony Scott,Action,Drama,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",1986-05-16,110,From the Producers of Beverly Hills Cop and Flashdance [UK Theatrical],Jim Cash
872,7.2,tt1192628,Rango,2011,Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin,Gore Verbinski,Animation,Adventure,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",2011-03-04,107,,John Logan
873,7.2,tt0120201,Starship Troopers,1997,Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey,Paul Verhoeven,Action,Adventure,"Humans in a fascistic, militaristic future do battle with giant alien bugs in a fight for survival.",1997-11-07,129,Genocide doesn't compare to this.,Edward Neumeier
874,8.7,tt0133093,The Matrix,1999,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Lana Wachowski,Action,Sci-Fi,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,1999-03-31,136,Free your mind,Lilly Wachowski
875,6.7,tt1386588,The Other Guys,2010,Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes,Adam McKay,Action,Comedy,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,2010-08-06,107,When the cops are busy... Our only hope is...,Adam McKay
876,7.7,tt0119116,The Fifth Element,1997,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,Luc Besson,Action,Adventure,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr Zorg at bay.",1997-05-09,126,It Mu5t Be Found.,Luc Besson
877,8.1,tt0167404,The Sixth Sense,1999,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,M. Night Shyamalan,Drama,Mystery,A boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist.,1999-08-06,107,"""I see dead people""",M. Night Shyamalan
878,7.4,tt0114478,Smoke,1995,Harvey Keitel,William Hurt,Giancarlo Esposito,José Zúñiga,Wayne Wang,Comedy,Drama,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",1995-06-09,112,Where there's smoke... there's laughter!,Paul Auster
879,8.7,tt0099685,Goodfellas,1990,Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco,Martin Scorsese,Biography,Crime,Henry Hill and his friends work their way up through the mob hierarchy.,1990-09-21,146,"""As far back as I can remember, I've always wanted to be a gangster."" -- Henry Hill, Brooklyn, N.Y. 1955.",Nicholas Pileggi
880,7.8,tt2870648,Amy,2015,Amy Winehouse,Mitch Winehouse,Mark Ronson,Russell Brand,Asif Kapadia,Documentary,Biography,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,2015-07-03,128,The girl behind the name.,nan
881,7.7,tt0419677,Dead Man's Shoes,2004,Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,Shane Meadows,Crime,Drama,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,2004-10-01,90,He's in all of us.,Paddy Considine
882,7.7,tt0072251,The Taking of Pelham One Two Three,1974,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,Joseph Sargent,Action,Crime,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",1974-11-14,104,Before this train reaches the next station it will become the scene of the most spectacular hijack ever attempted,John Godey
883,8.4,tt0051201,Witness for the Prosecution,1957,Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,Billy Wilder,Crime,Drama,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,1958-02-06,116,The most electrifying entertainment of our time!,Agatha Christie
884,8.6,tt0114814,The Usual Suspects,1995,Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Stephen Baldwin,Bryan Singer,Crime,Drama,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a seemingly random police lineup.",1995-09-15,106,The greatest trick the devil ever pulled was to convince the world he didn't exist,Christopher McQuarrie
885,8.2,tt0083658,Blade Runner,1982,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,Ridley Scott,Sci-Fi,Thriller,A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,1982-06-25,117,A Futuristic Vision Perfected [2007 Final Cut],Hampton Fancher
886,7.7,tt0063462,The Producers,1967,Zero Mostel,Gene Wilder,Estelle Winwood,Renée Taylor,Mel Brooks,Comedy,nan,Producers Max Bialystock and Leo Bloom make money by producing a sure-fire flop.,1968-11-10,88,"Once upon a time there was a Broadway producer...who met a ""creative"" but timid accountant. Together they concocted the most outrageous $1,000,000 scheme in the annals of Show Biz.",Mel Brooks
887,6.5,tt1853739,You're Next,2011,Sharni Vinson,Joe Swanberg,AJ Bowen,Nicholas Tucci,Adam Wingard,Horror,Thriller,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.",2013-08-23,95,Did you remember to lock your door?,Simon Barrett
888,7.7,tt0088680,After Hours,1985,Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,Martin Scorsese,Comedy,Crime,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,1985-10-11,97,What is the very worst night you ever had...? [UK Video],Joseph Minion
889,7.7,tt1156398,Zombieland,2009,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,Ruben Fleischer,Adventure,Comedy,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",2009-10-02,88,Our land is their land.,Rhett Reese
890,7.7,tt1605783,Midnight in Paris,2011,Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller,Woody Allen,Comedy,Fantasy,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.",2011-06-10,94,,Woody Allen
891,7.4,tt0093822,Raising Arizona,1987,Nicolas Cage,Holly Hunter,Trey Wilson,John Goodman,Joel Coen,Comedy,Crime,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",1987-04-17,94,A comedy beyond belief.,Ethan Coen
892,6.7,tt0066995,Diamonds Are Forever,1971,Sean Connery,Jill St. John,Charles Gray,Lana Wood,Guy Hamilton,Action,Adventure,"A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon.",1971-12-17,120,"""Diamonds Are Forever""...forever...forever...forever...",Richard Maibaum
893,8.5,tt0120689,The Green Mile,1999,Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,Frank Darabont,Crime,Drama,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",1999-12-10,189,Miracles do happen.,Stephen King
894,7.9,tt0039628,Miracle on 34th Street,1947,Edmund Gwenn,Maureen O'Hara,John Payne,Gene Lockhart,George Seaton,Comedy,Crime,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",1947-05-02,101,You've got them mixed up! You're making a mistake. You're making a mistake with the reindeer. Tsk tsk tsk,George Seaton
895,8.5,tt0407887,The Departed,2006,Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Scorsese,Crime,Drama,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,2006-10-06,151,Lies. Betrayal. Sacrifice. How far will you take it?,William Monahan
896,7.3,tt0203119,Sexy Beast,2000,Ray Winstone,Ben Kingsley,Ian McShane,Amanda Redman,Jonathan Glazer,Crime,Thriller,"Brutal gangster Don Logan recruits ""retired"" safecracker Gal for one last job, but it goes badly for both of them.",2001-07-13,89,Sometimes It's Hard To Say No,Louis Mellis
897,7.1,tt1172570,Bronson,2008,Tom Hardy,Kelly Adams,Luing Andrews,Katy Barker,Nicolas Winding Refn,Action,Biography,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",2009-03-13,92,The Man. The Myth. The Celebrity.,Brock Norman Brock
898,8.0,tt0102138,JFK,1991,Kevin Costner,Gary Oldman,Jack Lemmon,Walter Matthau,Oliver Stone,Drama,History,A New Orleans DA discovers there's more to the Kennedy assassination than the official story.,1991-12-20,206,The Story That Won't Go Away,Oliver Stone
899,8.6,tt0367555,No Direction Home: Bob Dylan,2005,Bob Dylan,B.J. Rolfzen,Dick Kangas,Liam Clancy,Martin Scorsese,Documentary,Biography,"A chronicle of Bob Dylan's strange evolution between 1961 and 1966 from folk singer to protest singer to ""voice of a generation"" to rock star.",2005-09-27,208,,
900,7.3,tt0146309,Thirteen Days,2000,Kevin Costner,Bruce Greenwood,Shawn Driscoll,Drake Cook,Roger Donaldson,Drama,History,A dramatization of the Kennedy administration's struggle to contain the Cuban Missile Crisis in October 1962.,2001-01-12,145,You'll Never Believe How Close We Came,David Self
901,7.1,tt1116184,Jackass 3D,2010,Johnny Knoxville,Steve-O,Bam Margera,Ryan Dunn,Jeff Tremaine,Documentary,Action,"Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.",2010-10-15,94,3 Times the Laughs. 3 Times the Stupid. 3 Times the Pain.,Preston Lacy
902,7.3,tt1817273,The Place Beyond the Pines,2012,Ryan Gosling,Bradley Cooper,Eva Mendes,Craig Van Hook,Derek Cianfrance,Crime,Drama,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",2013-04-19,140,One moment can change your life.,Derek Cianfrance
903,8.4,tt0081505,The Shining,1980,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,Stanley Kubrick,Drama,Horror,"A family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future.",1980-06-13,142,Iconic terror from the No 1 bestselling writer.,Stephen King
904,8.0,tt1010048,Slumdog Millionaire,2008,Dev Patel,Freida Pinto,Saurabh Shukla,Anil Kapoor,Danny Boyle,Drama,nan,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",2008-12-25,120,Love and money... You have mixed them both.,Simon Beaufoy
905,6.9,tt0319343,Elf,2003,Will Ferrell,James Caan,Bob Newhart,Zooey Deschanel,Jon Favreau,Comedy,Family,"After inadvertently wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity.",2003-11-07,97,"This holiday, discover your inner elf.",David Berenbaum
906,8.6,tt0038650,It's a Wonderful Life,1946,James Stewart,Donna Reed,Lionel Barrymore,Thomas Mitchell,Frank Capra,Drama,Family,An angel helps a compassionate but despairingly frustrated businessman by showing what life would have been like if he never existed.,1947-01-07,130,"Frank Capra's...""It's a Wonderful Life"".",Frances Goodrich
907,7.1,tt0473705,State of Play,2009,Russell Crowe,Rachel McAdams,Ben Affleck,Helen Mirren,Kevin Macdonald,Crime,Drama,"When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend.",2009-04-17,127,Find The Truth,Matthew Michael Carnahan
908,7.1,tt1714206,The Spectacular Now,2013,Miles Teller,Shailene Woodley,Kyle Chandler,Jennifer Jason Leigh,James Ponsoldt,Comedy,Drama,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",2013-09-13,95,Hits You Like A Shot In The Heart.,Scott Neustadter
909,8.3,tt0041959,The Third Man,1949,Orson Welles,Joseph Cotten,Alida Valli,Trevor Howard,Carol Reed,Film-Noir,Mystery,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",1949-08-31,93,Carol Reed's Classic Thriller,Graham Greene
910,7.3,tt0120706,The General,1998,Brendan Gleeson,Adrian Dunbar,Sean McGinley,Maria Doyle Kennedy,John Boorman,Biography,Crime,"The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the IRA, the UVF and members of his own team.",1998-12-18,124,"The extraordinary true story of the rise and fall of the gangster, Martin Cahill.",John Boorman
911,7.7,tt0075860,Close Encounters of the Third Kind,1977,Richard Dreyfuss,François Truffaut,Teri Garr,Melinda Dillon,Steven Spielberg,Drama,Sci-Fi,"After an encounter with U.F.O.s, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",1977-12-14,132,Close Encounter of the First Kind - Sighting of a UFO. Close Encounter of the Second Kind - Physical Evidence. Close Encounter of the Third Kind - Contact. WE ARE NOT ALONE,Steven Spielberg
912,6.9,tt0118887,Cop Land,1997,Sylvester Stallone,Harvey Keitel,Ray Liotta,Robert De Niro,James Mangold,Crime,Drama,The sheriff of a suburban New Jersey community populated by New York City policemen slowly discovers the town is a front for mob connections and corruption.,1997-08-15,116,No One Is Above The Law.,James Mangold
913,7.3,tt3850214,Dope,2015,Shameik Moore,Tony Revolori,Kiersey Clemons,Kimberly Elise,Rick Famuyiwa,Comedy,Crime,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",2015-06-19,103,It's hard out here for a geek.,Rick Famuyiwa
914,6.8,tt0155267,The Thomas Crown Affair,1999,Pierce Brosnan,Rene Russo,Denis Leary,Ben Gazzara,John McTiernan,Crime,Romance,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",1999-08-06,113,How do you get the man who has everything?,Alan Trustman
915,7.6,tt0070917,The Wicker Man,1973,Edward Woodward,Christopher Lee,Diane Cilento,Britt Ekland,Robin Hardy,Horror,Mystery,A police sergeant is sent to a Scottish island village in search of a missing girl whom the townsfolk claim never existed. Stranger still are the rites that take place there.,1975-06-01,88,From the writer of 'Frenzy & Sleuth' Anthony Shaffer's incredible occult thriller,Anthony Shaffer
916,7.2,tt1920945,Good Vibrations,2012,Jodie Whittaker,Liam Cunningham,Dylan Moran,Richard Dormer,Lisa Barros D'Sa,Biography,Drama,"A chronicle of Terri Hooley's life, a record-store owner instrumental in developing Belfast's punk-rock scene.",2013-03-29,103,,Glenn Patterson
917,8.4,tt0112573,Braveheart,1995,Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,Mel Gibson,Biography,Drama,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",1995-05-24,178,The courage to face fear,Randall Wallace
918,7.3,tt2737310,Mistaken for Strangers,2013,Tom Berninger,Matt Berninger,Bryce Dessner,Bryan Devendorf,Tom Berninger,Documentary,Comedy,"Tom Berninger chronicles his time spent on the road as a member of the tour crew for The National, the rock & roll band fronted by his brother, Matt.",2014-03-28,75,,
919,7.9,tt0109707,Ed Wood,1994,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Tim Burton,Biography,Comedy,"An ambitious but troubled movie director tries his best to fulfill his dream, despite his lack of support.",1994-10-07,127,Movies were his passion.  Women were his inspiration.  Angora sweaters were his weakness.,Rudolph Grey
920,8.3,tt0042192,All About Eve,1950,Bette Davis,Anne Baxter,George Sanders,Celeste Holm,Joseph L. Mankiewicz,Drama,nan,An ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.,1951-01-15,138,It's all about women---and their men!,Joseph L. Mankiewicz
921,7.7,tt0120338,Titanic,1997,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,James Cameron,Drama,Romance,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",1997-12-19,194,Experience It Like Never Before (3D re-release),James Cameron
922,6.5,tt0403702,Youth in Revolt,2009,Michael Cera,Portia Doubleday,Ray Liotta,Jean Smart,Miguel Arteta,Comedy,Drama,"While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity.",2010-01-08,90,"Every ""Revolution"" Needs A Leader",Gustin Nash
923,6.4,tt0143145,The World Is Not Enough,1999,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,Michael Apted,Action,Adventure,"James Bond uncovers a nuclear plot when he protects an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",1999-11-19,128,Danger. Suspense. Excitement. There must be when he's around.,Neal Purvis
924,7.6,tt1436045,13 Assassins,2010,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,Ikki Sawamura,Takashi Miike,Action,Adventure,A group of assassins come together for a suicide mission to kill an evil lord.,2010-09-25,141,Take up your sword.,Kaneo Ikegami
925,7.1,tt1584016,Catfish,2010,Yaniv Schulman,Ariel Schulman,Henry Joost,Angela Wesselman-Pierce,Henry Joost,Documentary,nan,Young filmmakers document their colleague's budding online friendship with a young woman and her family which leads to an unexpected series of discoveries.,2010-10-01,87,Don't let anyone tell you what it is.,nan
926,8.0,tt0105323,Scent of a Woman,1992,Al Pacino,Chris O'Donnell,James Rebhorn,Gabrielle Anwar,Martin Brest,Drama,nan,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",1993-01-08,156,"Col. Frank Slade has a very special plan for the weekend. It involves travel, women, good food, fine wine, the tango, chauffeured limousines and a loaded forty-five. And he's bringing Charlie along for the ride.",Giovanni Arpino
927,7.9,tt0181875,Almost Famous,2000,Billy Crudup,Patrick Fugit,Kate Hudson,Frances McDormand,Cameron Crowe,Adventure,Comedy,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies it on their concert tour.,2000-09-22,162,Experience it. Enjoy it. Just don't fall for it.,Cameron Crowe
928,7.3,tt1341167,Four Lions,2010,Will Adamsdale,Riz Ahmed,Adeel Akhtar,Arsher Ali,Christopher Morris,Comedy,Crime,Four incompetent British jihadists set out to train for and commit an act of terror.,2010-05-07,97,,Christopher Morris
929,7.2,tt1289406,Harry Brown,2009,Michael Caine,Emily Mortimer,David Bradley,Charlie Creed-Miles,Daniel Barber,Action,Crime,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,2010-05-14,103,Every man has a breaking point.,Gary Young
930,8.0,tt0074119,All the President's Men,1976,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,Alan J. Pakula,Drama,History,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",1976-04-09,138,"At times it looked like it might cost them their jobs, their reputations, and maybe even their lives.",Carl Bernstein
